#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-01-06T19:30:18 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ568d69ab9d5c 
#INFO -out.max=unlimited 
#INFO queryParameters=46 
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/AJ/133/313&tab:{J/AJ/133/313/AGN}&key:source=J/AJ/133/313/BAL&key:source=J/AJ/133/313/AGN&key:source=J/AJ/133/313/BLLac&HTTPPRM:&&-ref=VIZ568d69ab9d5c&-out.max=unlimited&-out.form=ascii table&-out.all=2&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-x.rs=10&-out=RASS&-out=SDSS&-out=umag&-out=gmag&-out=rmag&-out=imag&-out=zmag&-out=St&-out=z&-out=CRate&-out=Exp&-out=HR1&-out=HR2&-out=L&-out=FX&-out=Simbad&-out=g0mag&-out=FXcor&-out=logLX&-out=LogL2500&-out=logL2keV&-out=alpha&-out=Comm&-out=DR5&DR5=DR5&-out=_RA&-out=_DE&-out.src=J/AJ/133/313/BAL,J/AJ/133/313/AGN,J/AJ/133/313/BLLac&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-sort=_r
#-order=I
#-source= J/AJ/133/313/AGN
#-sort=_r
#-order=I
#-x.rs=10
#-out=RASS
#-out=SDSS
#-out=umag
#-out=gmag
#-out=rmag
#-out=imag
#-out=zmag
#-out=St
#-out=z
#-out=CRate
#-out=Exp
#-out=HR1
#-out=HR2
#-out=L
#-out=FX
#-out=Simbad
#-out=g0mag
#-out=FXcor
#-out=logLX
#-out=LogL2500
#-out=logL2keV
#-out=alpha
#-out=Comm
#-out=DR5
#DR5=DR5
#-out=_RA
#-out=_DE
#-out.src=J/AJ/133/313/BAL,J/AJ/133/313/AGN,J/AJ/133/313/BLLac
#

#RESOURCE=yCat_51330313
#Name: J/AJ/133/313
#Title: AGN from RASS and SDSS DR5 (Anderson+, 2007)
#Table J_AJ_133_313_AGN:
#Name: J/AJ/133/313/AGN
#Title: Observed and derived parameters of RASS/SDSS AGNs having narrower permitted emission {\em(tables 3 and 4 of paper)}
#---Details of Columns:
    _RAJ2000 ("h:m:s")    (A11)   Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.ra]
    _DEJ2000 ("d:m:s")    (A11)   Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.dec]
    RASS                  (A15)   RASS X-ray source name, HHMMSS.s+DDMMSS (G1) \linkRole{RASS data} [ucd=meta.id;meta.main]
    SDSS                  (A18)   SDSS optical counterpart name, HHMMSS.ss+DDMMSS.s (G1) \linkRole{most recent SDSS data} [ucd=meta.id]
    umag (mag)            (F5.2)  SDSS u band PSF magnitude [ucd=phot.mag;em.opt.U]
    gmag (mag)            (F5.2)  SDSS g band PSF magnitude [ucd=phot.mag;em.opt.B]
    rmag (mag)            (F5.2)  SDSS r band PSF magnitude [ucd=phot.mag;em.opt.R]
    imag (mag)            (F5.2)  SDSS i band PSF magnitude [ucd=phot.mag;em.opt.I]
    zmag (mag)            (F5.2)  SDSS z band PSF magnitude [ucd=phot.mag;em.opt.I]
    St                    (I1)    [3/6] SDSS imaging morphology parameter (6=stellar/unresolved, 3=extended/resolved) [ucd=src.class.starGalaxy]
    z                     (F6.3)  ? Redshift [ucd=src.redshift]
    CRate (ct/s)          (F7.4)  X-ray count rate (3) [ucd=phot.count;em.X-ray]
    Exp (s)               (I4)    The X-ray exposure time [ucd=time.duration;obs.exposure;em.X-ray]
    HR1                   (F5.2)  The X-ray hardness ratio 1 (4) [ucd=phot.flux;em.X-ray;arith.ratio]
    HR2                   (F5.2)  The X-ray hardness ratio 2 (4) [ucd=phot.flux;em.X-ray;arith.ratio]
    L                     (I4)    The X-ray source detection likelihood [ucd=stat.likelihood]
    FX (10-16W/m2)        (F6.2)  Absorbed X-ray flux (5) [ucd=phot.flux;em.X-ray]
    Simbad                (a6)    ask the {\bf\fg{FireBrick}Simbad} data-base about this object [ucd=meta.ref.url]
    g0mag (mag)           (F5.2)  SDSS g band PSF magnitude (2) [ucd=phot.mag;em.opt.B]
    FXcor (10-16W/m2)     (F6.2)  Corrected X-ray flux (3) [ucd=phot.flux;em.X-ray]
    logLX ([10-7W])       (F5.2)  ? Log of broadband (0.1-2.4kev) X-ray luminosity in units of erg/s (4) [ucd=phys.luminosity;em.X-ray]
    LogL2500 ([10-7W/Hz]) (F5.2)  ? Log of 2500{AA} monochromatic optical luminosity in units of erg/s/Hz (4) [ucd=phys.luminosity;em.opt;arith.ratio]
    logL2keV ([10-7W/Hz]) (F5.2)  ? Log of 2keV monochromatic X-ray luminosity in units of erg/s/Hz (4) [ucd=phys.luminosity;em.X-ray.soft;arith.ratio]
    alpha                 (F5.2)  Slope of a hypothetical power law from 2500{AA} to 2keV [ucd=spect.index]
    Comm                  (a39)   Additional comment (5) [ucd=meta.note]
    DR5                   (A3)    Details from SDSS-DR5 [ucd=meta.ref.url]
    _RA (deg)             (F9.5)  Optical position (from SDSS name) (right ascension part) [ucd=pos.eq.ra;meta.main]
    _DE (deg)             (F9.5)  Optical position (from SDSS name) (declination part) [ucd=pos.eq.dec;meta.main]
----------- ----------- --------------- ------------------ ----- ----- ----- ----- ----- - ------ ------- ---- ----- ----- ---- ------ ------ ----- ------ ----- ----- ----- ----- --------------------------------------- --- --------- ---------
                                                                                                                                                                 L     l                                                                          
                                                                                                                                                                 ogL25 ogL2k                                                                      
                                                                                                                                FX            g     FXcor  logLX 00 ([ eV ([                                                                      
_RAJ200     _DEJ200                                        umag  gmag  rmag  imag  zmag  S        CRate   Exp                   (10-1         0mag  (10-1  ([10  10-7W 10-7W                                                                      
0 ("h:m:s") 0 ("d:m:s") RASS            SDSS               (mag) (mag) (mag) (mag) (mag) t z      (ct/s)  (s)  HR1   HR2   L    6W/m2) Simbad (mag) 6W/m2) -7W]) /Hz]) /Hz]) alpha Comm                                    DR5 _RA (deg) _DE (deg)
----------- ----------- --------------- ------------------ ----- ----- ----- ----- ----- - ------ ------- ---- ----- ----- ---- ------ ------ ----- ------ ----- ----- ----- ----- --------------------------------------- --- --------- ---------
00 02 02.95 -10 30 38.0 000202.5-103030 000202.95-103038.0 18.06 17.59 17.25 16.81 16.63 3  0.103  0.0610  324 -0.12 -0.14   31   5.94 Simbad 17.42  14.25 43.61 28.87 25.07  1.46 Sy1.8,radio                             DR5 000.51229 -10.51056
00 02 51.60 +00 08 00.7 000250.8+000824 000251.60+000800.7 20.54 19.48 18.67 18.21 17.88 3  0.107  0.0410  388 -0.32  0.09    9   4.10 Simbad 19.35  10.03 43.49 28.13 24.96  1.22 Sy1.5                                   DR5 000.71500 +00.13353
00 10 56.25 -09 01 09.9 001056.7-090100 001056.25-090109.9 19.14 18.06 17.57 17.10 16.90 3  0.081  0.0283  343  0.49  1.00   10   2.82 Simbad 17.92   6.87 43.07 28.45 24.53  1.50 Sy1.8                                   DR5 002.73437 -09.01942
00 16 17.83 +01 15 22.0 001618.5+011528 001617.83+011522.0 21.06 19.67 18.69 18.18 17.88 3  0.217  0.0398  402 -0.13 -0.14   18   3.78 Simbad 19.56   8.89 44.13 28.70 25.60  1.19 Sy1.8                                   DR5 004.07429 +01.25611
00 26 08.38 -00 05 47.0 002608.2-000544 002608.38-000547.0 20.73 19.57 18.81 18.32 17.93 3  0.107  0.0228  415  0.81  0.49   13   2.11 Simbad 19.48   4.87 43.18 28.08 24.64  1.32 Sy2?,radio                              DR5 006.53492 -00.09639
00 28 48.77 +14 52 16.3 002847.7+145142 002848.77+145216.3 19.75 18.99 18.45 18.05 17.73 3  0.089  0.0247  422  0.13 -0.69   14   2.84 Simbad 18.70   7.79 43.21 28.22 24.67  1.36 Sy1.8                                   DR5 007.20321 +14.87119
00 32 38.19 -01 00 35.3 003238.2-010056 003238.19-010035.3 18.48 17.93 17.71 17.32 17.10 3  0.092  0.0688  625 -0.10  0.46   33   6.53 Simbad 17.85  15.37 43.54 28.59 25.00  1.38 Sy1.5                                   DR5 008.15912 -01.00981
00 34 18.26 -08 59 00.6 003419.1-085904 003418.26-085900.6 19.15 18.96 18.64 18.24 18.34 6  0.157  0.0796  270 -0.31 -0.61   36   7.82 Simbad 18.82  18.85 44.14 28.69 25.60  1.19 Sy1.5                                   DR5 008.57608 -08.98350
00 38 43.06 +00 34 51.8 003846.3+003430 003843.06+003451.8 20.27 18.81 18.50 18.07 17.80 3  0.043  0.0641  303 -0.39  0.77   18   5.35 Simbad 18.74  11.56 42.71 27.56 24.17  1.30 Sy2?,ambigID                            DR5 009.67942 +00.58106
00 45 51.46 +15 55 47.6 004549.6+155529 004551.46+155547.6 18.86 18.45 18.12 17.64 17.64 3  0.115  0.0230  419  0.36  0.52   10   2.59 Simbad 18.25   6.96 43.40 28.63 24.87  1.45 Sy1.8                                   DR5 011.46442 +15.92989
00 53 59.65 -10 07 07.5 005359.1-100648 005359.65-100707.5 20.26 19.43 18.71 18.30 18.03 3  0.120  0.0241  385  1.00  0.11   14   2.60 Simbad 19.30   6.73 43.43 28.25 24.89  1.29 Sy1.9                                   DR5 013.49854 -10.11875
01 06 29.30 +15 14 49.4 010633.2+151432 010629.30+151449.4 20.02 19.02 18.23 17.83 17.72 3  0.168  0.0195  432  0.77 -1.00   11   2.17 Simbad 18.74   5.80 43.69 28.79 25.16  1.39 Sy1.9                                   DR5 016.62208 +15.24706
01 14 29.60 +00 00 36.7 011429.6+000014 011429.60+000036.7 24.01 21.53 20.19 19.49 18.92 3  0.389  0.0290  414  1.00  0.42   18   2.97 Simbad 21.42   7.41 44.67 28.51 26.13  0.91 Sy1.9                                   DR5 018.62333 +00.01019
01 14 48.67 -00 29 46.0 011448.8-002928 011448.67-002946.0 18.13 17.51 17.16 16.81 16.37 3  0.034  0.0184  414  1.00  1.00    8   1.90 Simbad 17.39   4.78 42.12 27.89 23.58  1.65 Sy1.5                                   DR5 018.70279 -00.49611
01 15 35.54 +01 08 39.6 011534.7+010822 011535.54+010839.6 19.60 18.03 17.21 16.63 16.34 3  0.064  0.0155  401 -0.21  1.00    8   1.56 Simbad 17.91   3.81 42.59 28.24 24.06  1.61 Sy2?                                    DR5 018.89808 +01.14433
01 16 45.00 +15 25 31.0 011646.1+152532 011645.00+152531.0 20.94 19.26 18.27 17.68 17.44 3  0.117  0.0355  275  1.00  0.95   20   3.98 Simbad 18.96  10.69 43.61 28.37 25.07  1.27 Sy1.5                                   DR5 019.18750 +15.42528
01 19 29.06 -00 08 39.7 011929.1-000834 011929.06-000839.7 18.50 17.93 17.70 17.26 17.09 3  0.090  0.0793  411 -0.22 -0.33   61   8.20 Simbad 17.80  20.58 43.64 28.59 25.11  1.34 NLS1?                                   DR5 019.87108 -00.14436
01 19 32.86 +00 08 37.2 011932.3+000834 011932.86+000837.2 19.18 18.77 18.32 17.91 17.79 3  0.181  0.0165  414 -0.44 -1.00    7   1.68 Simbad 18.64   4.18 43.62 28.90 25.09  1.46 Sy1.8                                   DR5 019.88692 +00.14367
01 21 16.17 +14 08 02.6 012116.5+140745 012116.17+140802.6 22.68 21.99 20.73 20.04 19.60 3  0.452  0.0276  260 -0.25  0.19   10   2.99 Simbad 21.85   7.80 44.85 28.48 26.32  0.83 Sy1.5                                   DR5 020.31737 +14.13406
01 31 51.88 -08 19 31.1 013149.9-081913 013151.88-081931.1 21.36 20.10 19.37 18.65 18.51 3  0.144  0.0206  437  0.85  0.58   14   2.15 Simbad 19.97   5.45 43.51 28.15 24.98  1.22 Sy2?,radio                              DR5 022.96617 -08.32531
01 40 45.15 -09 05 06.0 014044.8-090455 014045.15-090506.0 18.49 18.12 17.73 17.21 17.14 3  0.129  0.0499  442  0.54  0.60   34   4.76 Simbad 18.02  11.24 43.72 28.83 25.19  1.40 Sy1.5,radio                             DR5 025.18812 -09.08500
01 46 51.29 -08 51 40.3 014648.7-085137 014651.29-085140.3 20.45 20.08 19.61 19.26 18.94 3  0.247  0.0230  438 -0.41  1.00   13   2.04 Simbad 19.98   4.60 43.98 28.65 25.44  1.23 Sy1.8                                   DR5 026.71371 -08.86119
01 49 11.00 +13 04 06.9 014913.6+130352 014911.00+130406.9 20.34 18.90 18.10 17.49 17.18 3  0.073  0.1118  334  0.63  0.37   24  13.45 Simbad 18.56  38.98 43.72 28.10 25.19  1.12 Sy2?                                    DR5 027.29583 +13.06858
